Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYearWorked,TenureRatio,ManagerStability,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
40,692,11,3,4,73,3,2,3,6323,26849,1,11,3,1,1,10,2,4,10,9,9,4,574.8181818181819,0.9090909090909091,0.36363636363636365,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
27,691,9,3,4,57,3,1,2,2024,5970,6,18,3,4,1,6,1,1,2,2,2,2,289.14285714285717,0.2857142857142857,0.6666666666666666,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
48,715,1,3,4,76,2,5,4,18265,8733,6,12,3,3,0,25,3,4,1,0,0,0,702.5,0.038461538461538464,0.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
37,589,9,2,2,46,2,2,2,4189,8800,1,14,3,1,2,5,2,3,5,2,0,3,698.1666666666666,0.8333333333333334,0.5,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
50,328,1,3,3,86,2,1,3,3690,3425,2,15,3,4,1,5,2,2,3,2,0,2,615.0,0.5,0.5,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
26,991,6,3,3,71,3,1,4,2659,17759,1,13,3,3,1,3,2,3,3,2,0,2,664.75,0.75,0.5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
42,201,1,4,2,95,3,1,1,2576,20490,3,16,3,2,1,8,5,3,5,2,1,2,286.22222222222223,0.5555555555555556,0.3333333333333333,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,1066,2,2,4,32,4,2,4,5472,3334,1,12,3,2,0,8,2,3,8,7,1,3,608.0,0.8888888888888888,0.3333333333333333,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
25,1280,7,1,4,64,2,1,4,2889,26897,1,11,3,3,2,2,2,3,2,2,2,1,963.0,0.6666666666666666,0.3333333333333333,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
50,562,8,2,2,50,3,2,3,6796,23452,3,14,3,1,1,18,4,3,4,3,1,3,357.6842105263158,0.21052631578947367,0.6,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
40,1469,9,4,4,35,3,1,2,3617,25063,8,14,3,4,1,3,2,3,1,1,0,0,904.25,0.25,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
40,898,6,2,3,38,3,4,4,16437,17381,1,21,4,4,0,21,2,3,21,7,7,7,747.1363636363636,0.9545454545454546,0.3181818181818182,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
51,1456,1,4,1,30,2,3,1,7484,25796,3,20,4,3,0,23,1,2,13,12,12,8,311.8333333333333,0.5416666666666666,0.5714285714285714,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,654,1,2,1,67,1,1,2,2216,3872,7,13,3,4,0,10,4,3,7,7,3,7,201.45454545454547,0.6363636363636364,0.875,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
40,1184,2,4,2,62,3,2,2,4327,25440,5,12,3,4,3,5,2,3,0,0,0,0,721.1666666666666,0.0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
46,1003,8,4,4,74,2,2,1,4615,21029,8,23,4,1,3,19,2,3,16,13,1,7,230.75,0.8,0.4117647058823529,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
40,523,2,3,3,98,3,2,4,4661,22455,1,13,3,3,0,9,4,3,9,8,8,8,466.1,0.9,0.8,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
33,1069,1,3,2,42,2,2,4,6949,12291,0,14,3,1,0,6,3,3,5,0,1,4,992.7142857142857,0.7142857142857143,0.6666666666666666,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,1219,2,4,1,78,2,4,4,15427,22021,2,16,3,3,0,31,3,3,25,8,3,7,482.09375,0.78125,0.2692307692307692,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
30,202,2,1,3,72,3,1,2,2476,17434,1,18,3,1,1,1,3,3,1,0,0,0,1238.0,0.5,0.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
40,1342,9,2,1,47,3,2,1,5473,19345,0,12,3,4,0,9,5,4,8,4,7,1,547.3,0.8,0.1111111111111111,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
39,505,2,4,3,64,3,3,3,10938,6420,0,25,4,4,0,20,1,3,19,6,11,8,520.8571428571429,0.9047619047619048,0.4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
26,157,1,3,3,95,3,1,1,2867,20006,0,13,3,4,0,8,6,2,7,7,7,6,318.55555555555554,0.7777777777777778,0.75,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
52,1323,2,3,3,89,2,1,4,3212,3300,7,15,3,2,0,6,3,2,2,2,2,2,458.85714285714283,0.2857142857142857,0.6666666666666666,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,697,10,3,3,40,3,3,3,11031,26862,4,20,4,3,1,13,2,4,11,7,4,8,787.9285714285714,0.7857142857142857,0.6666666666666666,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
36,1299,27,3,3,94,3,2,3,5237,16577,6,13,3,2,2,17,3,2,7,7,7,7,290.94444444444446,0.3888888888888889,0.875,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
38,693,7,3,4,57,4,1,3,2610,15748,1,11,3,4,3,4,2,3,4,2,0,3,522.0,0.8,0.6,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,495,2,1,3,37,3,4,3,17861,26582,0,13,3,4,0,21,3,2,20,8,2,10,811.8636363636364,0.9090909090909091,0.47619047619047616,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
38,433,1,3,3,37,4,1,3,2844,6004,1,13,3,4,1,7,2,4,7,6,5,0,355.5,0.875,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
39,1383,2,3,4,42,2,2,4,5204,7790,8,11,3,3,2,13,2,3,5,4,0,4,371.7142857142857,0.35714285714285715,0.6666666666666666,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22,391,7,1,4,75,3,1,2,2472,26092,1,23,4,1,0,1,2,3,1,0,0,0,1236.0,0.5,0.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
24,240,22,1,4,58,1,1,3,1555,11585,1,11,3,3,1,1,2,3,1,0,0,0,777.5,0.5,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
47,202,2,2,3,33,3,4,4,16752,12982,1,11,3,3,1,26,3,2,26,14,3,0,620.4444444444445,0.9629629629629629,0.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
44,661,9,2,2,61,3,1,1,2559,7508,1,13,3,4,0,8,0,3,8,7,7,1,284.3333333333333,0.8888888888888888,0.1111111111111111,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
46,566,7,2,4,75,3,3,3,10845,24208,6,13,3,2,1,13,3,3,8,7,0,7,774.6428571428571,0.5714285714285714,0.7777777777777778,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
34,988,23,3,2,43,3,3,1,9950,11533,9,15,3,3,3,11,2,3,3,2,0,2,829.1666666666666,0.25,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
40,1479,24,3,2,100,4,4,2,13194,17071,4,16,3,4,0,22,2,2,1,0,0,0,573.6521739130435,0.043478260869565216,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
30,1288,29,4,3,33,3,3,2,9250,17799,3,12,3,2,1,9,3,3,4,2,1,3,925.0,0.4,0.6,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
49,527,8,2,1,51,3,3,2,7403,22477,4,11,3,3,1,29,3,2,26,9,1,7,246.76666666666668,0.8666666666666667,0.25925925925925924,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
55,685,26,5,3,60,2,5,4,19586,23037,1,21,4,3,1,36,3,3,36,6,2,13,529.3513513513514,0.972972972972973,0.35135135135135137,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
30,334,26,4,3,52,2,2,1,6696,22967,5,15,3,3,0,9,5,2,6,3,0,1,669.6,0.6,0.14285714285714285,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40,1395,26,3,2,54,3,2,2,5605,8504,1,11,3,1,1,20,2,3,20,7,2,13,266.9047619047619,0.9523809523809523,0.6190476190476191,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,1450,3,3,3,79,2,1,3,2566,25326,1,15,3,4,1,1,2,2,1,1,0,1,1283.0,0.5,0.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
32,548,1,3,2,66,3,2,2,6220,7346,1,17,3,2,2,10,3,3,10,4,0,9,565.4545454545455,0.9090909090909091,0.8181818181818182,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
53,661,7,2,1,78,2,3,4,10934,20715,7,18,3,4,1,35,3,3,5,2,0,4,303.72222222222223,0.1388888888888889,0.6666666666666666,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
27,1354,2,4,2,41,3,1,2,2226,6073,1,11,3,3,1,6,3,2,5,3,1,2,318.0,0.7142857142857143,0.3333333333333333,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
31,828,2,1,2,77,3,2,4,6582,8346,4,13,3,3,0,10,2,4,6,5,0,5,598.3636363636364,0.5454545454545454,0.7142857142857143,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
36,325,10,4,4,63,3,3,3,7094,5747,3,12,3,1,0,10,0,3,7,7,1,7,644.9090909090909,0.6363636363636364,0.875,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35,763,15,2,1,59,1,2,4,5440,22098,6,14,3,4,2,7,2,2,2,2,2,2,680.0,0.25,0.6666666666666666,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42,557,18,4,4,35,3,2,1,5410,11189,6,17,3,3,1,9,3,2,4,3,1,2,541.0,0.4,0.4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
41,918,6,3,4,35,3,3,3,9241,15869,1,12,3,2,0,10,3,3,10,8,8,7,840.0909090909091,0.9090909090909091,0.6363636363636364,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
45,306,26,4,1,100,3,2,1,4286,5630,2,14,3,4,2,5,4,3,1,1,0,0,714.3333333333334,0.16666666666666666,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
38,888,10,4,3,71,3,2,3,6077,14814,3,11,3,3,0,10,2,3,6,3,1,2,552.4545454545455,0.5454545454545454,0.2857142857142857,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
32,379,5,2,2,48,3,2,2,6524,8891,1,14,3,4,1,10,3,3,10,8,5,3,593.0909090909091,0.9090909090909091,0.2727272727272727,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
38,1153,6,2,4,40,2,1,3,3702,16376,1,11,3,2,1,5,3,3,5,4,0,4,617.0,0.8333333333333334,0.6666666666666666,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
26,572,10,3,3,46,3,2,4,4684,9125,1,13,3,1,0,5,4,3,5,3,1,2,780.6666666666666,0.8333333333333334,0.3333333333333333,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
41,1102,1,2,2,94,3,2,4,5993,19479,8,11,3,1,0,8,0,1,6,4,0,5,665.8888888888889,0.6666666666666666,0.7142857142857143,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
37,342,16,4,4,66,2,2,3,6334,24558,4,19,3,4,2,9,2,3,1,0,0,0,633.4,0.1,0.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
29,332,17,3,2,51,2,3,1,7988,9769,1,13,3,1,0,10,3,2,10,9,0,9,726.1818181818181,0.9090909090909091,0.8181818181818182,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
44,1315,3,4,4,35,3,5,4,19513,9358,4,12,3,1,1,26,2,4,2,2,0,1,722.7037037037037,0.07407407407407407,0.3333333333333333,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
31,1079,16,4,1,70,3,3,3,8161,19002,2,13,3,1,3,10,2,3,1,0,0,0,741.9090909090909,0.09090909090909091,0.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
48,626,1,2,1,98,2,3,3,5381,19294,9,13,3,4,0,23,2,3,1,0,0,0,224.20833333333334,0.041666666666666664,0.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
32,929,10,3,4,55,3,2,4,5396,21703,1,12,3,4,0,10,2,2,10,7,0,8,490.54545454545456,0.9090909090909091,0.7272727272727273,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
56,667,1,4,3,57,3,2,3,6306,26236,1,21,4,1,1,13,2,2,13,12,1,9,450.42857142857144,0.9285714285714286,0.6428571428571429,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,363,1,3,3,77,1,3,1,10252,4235,2,21,4,3,1,17,2,3,7,7,7,7,569.5555555555555,0.3888888888888889,0.875,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
19,504,10,3,1,96,2,1,2,1859,6148,1,25,4,2,0,1,2,4,1,1,0,0,929.5,0.5,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
24,581,9,3,3,62,4,1,3,4401,17616,1,16,3,4,1,5,1,3,5,3,0,4,733.5,0.8333333333333334,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
36,1434,8,4,1,76,2,3,1,7587,14229,1,15,3,2,0,10,1,3,10,7,0,9,689.7272727272727,0.9090909090909091,0.8181818181818182,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
25,1372,18,1,1,93,4,2,3,6232,12477,2,11,3,2,0,6,3,2,3,2,1,2,890.2857142857143,0.42857142857142855,0.5,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
29,352,6,1,4,87,2,1,2,2804,15434,1,11,3,4,0,1,3,3,1,0,0,0,1402.0,0.5,0.0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
36,132,6,3,2,55,4,1,4,3038,22002,3,12,3,2,0,5,3,3,1,0,0,0,506.3333333333333,0.16666666666666666,0.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
29,1090,10,3,4,83,3,1,2,2297,17967,1,14,3,4,2,2,2,3,2,2,2,2,765.6666666666666,0.6666666666666666,0.6666666666666666,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
24,1353,3,2,1,33,3,2,3,4999,17519,0,21,4,1,1,4,2,2,3,2,0,2,999.8,0.6,0.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
32,267,29,4,3,49,2,1,2,2837,15919,1,13,3,3,0,6,3,3,6,2,4,1,405.2857142857143,0.8571428571428571,0.14285714285714285,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,105,9,3,4,87,3,5,4,19431,15302,2,13,3,3,0,21,3,2,6,0,1,3,883.2272727272727,0.2727272727272727,0.42857142857142855,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
41,1206,23,2,4,80,3,3,3,7082,11591,3,16,3,4,0,21,2,3,2,0,0,2,321.90909090909093,0.09090909090909091,0.6666666666666666,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
46,1450,15,2,4,52,3,5,2,19081,10849,5,11,3,1,1,25,2,3,4,2,0,3,733.8846153846154,0.15384615384615385,0.6,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
29,318,8,4,2,77,1,1,1,2119,4759,1,11,3,4,0,7,4,2,7,7,0,7,264.875,0.875,0.875,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
31,534,20,3,1,66,3,3,3,9824,22908,3,12,3,1,0,12,2,3,1,0,0,0,755.6923076923077,0.07692307692307693,0.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
47,571,14,3,3,78,3,2,3,4591,24200,3,17,3,3,1,11,4,2,5,4,1,2,382.5833333333333,0.4166666666666667,0.3333333333333333,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
28,890,2,4,3,46,3,1,3,4382,16374,6,17,3,4,0,5,3,2,2,2,2,1,730.3333333333334,0.3333333333333333,0.3333333333333333,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
44,489,23,3,2,67,3,2,2,2042,25043,4,12,3,3,1,17,3,4,3,2,1,2,113.44444444444444,0.16666666666666666,0.5,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
39,1122,6,3,4,70,3,1,1,2404,4303,7,21,4,4,0,8,2,1,2,2,2,2,267.1111111111111,0.2222222222222222,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
30,829,1,1,3,88,2,3,3,8474,20925,1,22,4,3,0,12,2,3,11,8,5,8,651.8461538461538,0.8461538461538461,0.6666666666666666,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
59,818,6,2,2,52,3,1,3,2267,25657,8,17,3,4,0,7,2,2,2,2,2,2,283.375,0.25,0.6666666666666666,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
28,895,15,2,1,50,3,1,3,2207,22482,1,16,3,4,1,4,5,2,4,2,2,2,441.4,0.8,0.4,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
39,439,9,3,3,70,3,2,2,6782,8770,9,15,3,3,0,9,2,2,5,4,0,3,678.2,0.5,0.5,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
50,316,8,4,4,54,3,1,2,3875,9983,7,15,3,4,1,4,2,3,2,2,2,2,775.0,0.4,0.6666666666666666,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
44,1448,28,3,4,53,4,4,4,13320,11737,3,18,3,3,1,23,2,3,12,11,11,11,555.0,0.5,0.8461538461538461,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
33,827,29,4,1,54,2,2,3,4508,3129,1,22,4,2,0,14,4,3,13,7,3,8,300.53333333333336,0.8666666666666667,0.5714285714285714,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
50,1452,11,3,3,53,3,5,2,19926,17053,3,15,3,2,0,21,5,3,5,4,4,4,905.7272727272727,0.22727272727272727,0.6666666666666666,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
19,602,1,1,3,100,1,1,1,2325,20989,0,21,4,1,0,1,5,4,0,0,0,0,1162.5,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
42,319,24,3,4,56,3,3,1,7406,6950,1,21,4,4,1,10,5,2,10,9,5,8,673.2727272727273,0.9090909090909091,0.7272727272727273,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
38,1245,14,3,3,80,3,2,2,9924,12355,0,11,3,4,1,10,3,3,9,8,7,7,902.1818181818181,0.8181818181818182,0.7,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
50,854,1,4,4,68,3,5,4,19517,24118,3,11,3,3,1,32,3,2,7,0,0,6,591.4242424242424,0.21212121212121213,0.75,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,650,9,1,2,37,3,1,1,2500,4344,1,14,3,4,1,5,2,4,4,3,0,2,416.6666666666667,0.6666666666666666,0.4,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
29,1176,3,2,2,62,3,2,3,5561,3487,1,14,3,1,1,6,5,2,6,0,1,2,794.4285714285714,0.8571428571428571,0.2857142857142857,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
31,1154,2,2,1,54,3,1,3,3067,6393,0,19,3,3,1,3,1,3,2,2,1,2,766.75,0.5,0.6666666666666666,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
33,924,2,3,3,78,3,1,4,2496,6670,4,11,3,4,0,7,3,3,1,1,0,0,312.0,0.125,0.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
29,574,20,1,4,40,3,1,4,3812,7003,1,13,3,2,0,11,3,4,11,8,3,10,317.6666666666667,0.9166666666666666,0.8333333333333334,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
29,469,10,3,3,42,2,2,3,5869,23413,9,11,3,3,0,8,2,3,5,2,1,4,652.1111111111111,0.5555555555555556,0.6666666666666666,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
45,1316,29,3,3,83,3,1,4,3452,9752,5,13,3,2,0,9,2,2,6,5,0,3,345.2,0.6,0.42857142857142855,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
45,252,1,3,3,70,4,5,4,19202,15970,0,11,3,3,1,25,2,3,24,0,1,7,738.5384615384615,0.9230769230769231,0.28,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
36,1302,6,4,1,80,4,2,1,5562,19711,3,13,3,4,1,9,3,3,3,2,0,2,556.2,0.3,0.5,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
37,1115,1,4,1,51,2,2,3,5993,2689,1,18,3,3,1,7,2,4,7,5,0,7,749.125,0.875,0.875,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
32,1259,2,4,4,95,3,1,2,1393,24852,1,12,3,1,0,1,2,3,1,0,0,0,696.5,0.5,0.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
24,381,9,3,2,89,3,1,1,3172,16998,2,11,3,3,0,4,2,2,0,0,0,0,634.4,0.0,0.0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
28,1117,8,2,4,66,3,1,4,3310,4488,1,21,4,4,0,5,3,3,5,3,0,2,551.6666666666666,0.8333333333333334,0.3333333333333333,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34,967,16,4,4,85,1,1,1,2307,14460,1,23,4,2,1,5,2,3,5,2,3,0,384.5,0.8333333333333334,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
29,598,9,3,3,91,4,1,3,2451,22376,6,18,3,1,2,5,2,2,1,0,0,0,408.5,0.16666666666666666,0.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
45,788,24,4,2,36,3,1,2,2177,8318,1,16,3,1,0,6,3,3,6,3,0,4,311.0,0.8571428571428571,0.5714285714285714,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
30,879,9,2,3,72,3,2,3,4695,12858,7,18,3,3,0,10,3,3,8,4,1,7,426.8181818181818,0.7272727272727273,0.7777777777777778,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
24,813,1,3,2,61,3,1,4,2293,3020,2,16,3,1,1,6,2,2,2,0,2,0,327.57142857142856,0.2857142857142857,0.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
31,408,9,4,3,42,2,1,2,2657,7551,0,16,3,4,0,3,5,3,2,2,2,2,664.25,0.5,0.6666666666666666,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
54,1147,3,3,4,52,3,2,1,5940,17011,2,14,3,4,1,16,4,3,6,2,0,5,349.4117647058824,0.35294117647058826,0.7142857142857143,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
37,228,6,4,3,98,3,2,4,6502,22825,4,14,3,2,1,7,5,4,5,4,0,1,812.75,0.625,0.16666666666666666,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
35,464,4,2,3,75,3,1,4,1951,10910,1,12,3,3,1,1,3,3,1,0,0,0,975.5,0.5,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
60,370,1,4,3,92,1,3,4,10883,20467,3,20,4,3,1,19,2,4,1,0,0,0,544.15,0.05,0.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,917,6,4,3,60,1,1,3,2741,6865,1,14,3,3,1,7,4,3,7,7,1,7,342.625,0.875,0.875,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
39,722,24,1,2,60,2,4,4,12031,8828,0,11,3,1,1,21,2,2,20,9,9,6,546.8636363636364,0.9090909090909091,0.2857142857142857,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29,153,15,2,4,49,2,2,3,4193,12682,0,12,3,4,0,10,3,3,9,5,0,8,381.1818181818182,0.8181818181818182,0.8,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
27,1115,3,4,1,54,2,1,4,2045,15174,0,13,3,4,0,5,0,3,4,2,1,1,340.8333333333333,0.6666666666666666,0.2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
